Id2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,hh_total,hh_avg_inc
3.6085E+11,10,0,7,0,11,0,11,16,0,24,28,35,8,21,59,48,278,-
3.6085E+11,31,33,22,9,30,12,30,23,0,8,59,47,33,38,45,66,486,71800
3.6085E+11,26,27,10,28,1,19,0,50,28,0,96,8,79,19,176,20,587,102750
3.6085E+11,10,0,11,0,6,18,0,0,0,13,51,36,56,22,141,70,434,148333
3.6085E+11,0,14,0,0,57,17,0,0,6,6,15,53,34,80,31,36,349,103661
3.6085E+11,0,0,21,7,33,21,10,0,0,9,54,68,50,63,52,18,406,96071
3.6085E+11,15,11,22,0,7,29,14,6,7,8,36,42,74,44,33,33,381,93984
3.6085E+11,0,21,0,18,6,14,0,8,6,22,26,32,69,10,71,25,328,107963
3.6085E+11,9,0,7,29,0,0,9,6,0,28,41,69,49,15,18,48,328,84375
3.6085E+11,9,0,0,31,19,0,8,32,8,7,18,58,63,26,70,29,378,94722
3.6085E+11,52,5,21,15,38,6,20,59,15,21,5,32,51,14,34,4,392,41840
