2010-2040 Household Income (Held constant in $2010) : Household Income,,
TAZ,HH_Inc,HHNUM
1215,92204.346,1644
1216,121895.013,1509.8
1217,155343.393,2079.8
1218,189853.137,2457.2
1219,160443.225,1584
1220,140963.232,1218.6
1221,134826.258,2120
1222,127489.194,3326.4
1223,81010.479,1403.2
1224,92338.668,1526.6
1225,95265.126,1286
1226,113620.998,2097.8
1227,131221.584,1938.6
1228,45850.044,2451.6
1229,88093.212,3184.2
1230,93056.52,2379
1231,116943.816,1650.8
1232,74645.598,1553.2
1233,95781.495,1792.6
1234,76719.882,2006
1235,58619.442,1465.8
1236,67528.734,1451.4
1237,65902.557,1697
1238,47609.442,1272.6
1239,54041.484,2394.2
1240,0,0
1241,48418.677,1991.8
1242,52480.266,1590.4
1243,58889.187,1832
1244,52110.33,1806.8
1245,43501.611,1526
1246,50247.438,2893.2
1247,46726.44,2166.8
1248,51014.835,622.6
1249,42605.397,1852
1250,55171.11,1464.8
1251,59070.852,1621.6
1252,56252.292,1520
1253,41108.037,1653.8
1254,45492.219,1567.2
1255,0,2
1256,76391.784,1890
1257,53441.439,1532
1258,60112.398,2327
1259,128131.077,2085.4
1260,75507.681,2495.6
1261,46319.07,1551
1262,50132.934,1518
1263,39093.207,2309.2
1264,48420.879,2838.6
1265,39921.159,3134.4
1266,33811.71,3061
1267,66003.849,1387.6
1268,41312.823,1809.8
1269,29711.586,1988.2
1270,50810.049,1626.2
1271,32823.012,1392.6
1272,37621.17,2903.6
1273,28951.896,2060.4
1274,43430.046,3525.2
1275,0,0
1276,58240.698,4991.6
1277,48056.448,3685.6
1278,47927.631,3767
1279,46759.47,1849.4
1280,46041.618,2513.4
1281,46417.059,1376.2
1282,47589.624,1943.8
1283,48690.624,1451.6
1284,63106.017,2117.6
1285,60743.271,3046.8
1286,65186.907,1277.8
1287,50138.439,4058.2
1288,10713.831,169.6
1289,46807.914,1994
1290,53320.329,2122.6
1291,76255.26,1204.6
1292,83379.831,1693.2
1293,69489.615,2363.2
1294,91662.654,953.8
1295,78995.649,3636
1296,68164.011,1590.8
1297,75443.823,1121.4
1298,84966.372,1596.8
1299,67533.138,1368.2
1300,68605.512,1398.2
1301,55935.204,1822.4
1302,171839.676,1428.2
1303,75720.174,1221.8
1304,77216.433,1509.6
1305,88470.855,715.2
1306,92336.466,2061.2
1307,76140.756,1848.4
1308,69236.385,1600
1309,59439.687,1818.6
1310,76250.856,1051.2
1311,53184.906,2536.8
1312,81191.043,1733.2
1313,55070.919,1852.8
1314,80292.627,1603
1315,115042.389,1265
1316,66777.852,1344
1317,78902.064,2143.6
1318,49474.536,1114.4
1319,50244.135,1522.6
1320,65627.307,2431.4
1321,54786.861,1459.4
1322,0,6
1323,65893.749,5625.4
1324,53132.058,2820.8
1325,41524.215,2998.4
1326,45944.73,2620.4
1327,46603.128,2725.6
1328,51592.86,2227.2
1329,57706.713,1511.2
1330,53464.56,2097.8
1331,62360.64,1309.6
1332,52354.752,1389.8
1333,72018.612,801.2
1334,54521.52,2846.8
1335,63186.39,3808.4
1336,45288.534,2090.8
1337,53254.269,1174.2
1338,59040.024,2665.2
1339,59244.81,1417
1340,48631.17,1819
1341,59428.677,1220.2
1342,59636.766,2630.4
1343,63199.602,2577.2
1344,56218.161,1334.8
1345,46225.485,1512.2
1346,49278.558,2882
1347,60305.073,6245.2
1348,58943.136,1800
1349,55103.949,1367.8
1350,39756.009,2684
1351,49706.847,1205.6
1352,42789.264,1302.2
1353,49561.515,1371.6
1354,52028.856,1007.4
1355,46639.461,1010.6
1356,35812.227,1365.6
1357,61254.135,1281.2
1358,46439.079,1354.4
1359,62878.11,2290.6
1360,50577.738,1452
1361,73511.568,1137.2
1362,52944.888,2018.2
1363,46647.168,1940.8
1364,58007.286,1229.8
1365,38372.052,1435.8
1366,59521.161,1495.2
1367,47861.571,1755.8
1368,53833.395,1399.6
1369,52085.007,1424
1370,73732.869,923
1371,62175.672,1967.8
1372,65141.766,1292
1373,67126.869,1494.2
1374,50767.11,1856.2
1375,53671.548,2138.2
1376,80334.465,2930
1377,71481.324,2798.4
1378,61570.122,2405.4
1379,48283.254,933.2
1380,55947.315,1462
1381,49445.91,2257.4
1382,75866.607,1903
1383,26463.636,667.2
1384,26105.811,2922.2
1385,35925.63,2432.8
1386,10154.523,741.8
1387,0,40.2
1388,58299.051,2727
1389,52945.989,742.6
1390,46974.165,1604.2
1391,48194.073,3411.4
1392,54295.815,4464.2
1393,39829.776,6316.6
1394,73629.375,1617.2
1395,62318.802,4231.8
1396,42243.168,3940.8
1397,44685.186,2398.2
1398,65124.15,1533.6
1399,38289.477,2837
1400,45690.399,4654.8
1401,40046.673,3144.8
1402,42844.314,3235.2
1403,45749.853,2654.2
1404,66123.858,1357.2
1405,49230.114,1913.2
1406,49796.028,2368
1407,97049.847,1085.2
1408,64317.117,3117
1409,59066.448,2109.2
1410,50408.184,2891
1411,54711.993,1085.2
1412,103614.009,845.2
1413,59538.777,1278
1414,64160.775,2095
1415,60716.847,1598
1416,72178.257,887.4
1417,62916.645,1596
1418,54820.992,3218.2
1419,51534.507,3118
1420,131426.37,1093.2
1421,100865.913,1328
1422,81286.83,1261.8
1423,54784.659,1602
1424,75839.082,1900.2
1425,58518.15,1085.2
1426,48402.162,2015.6
1427,44938.416,1649.2
1428,111293.484,1629.4
1429,60743.271,3183.4
1430,83419.467,2641.4
1431,64170.684,1447.8
1432,22310.664,2228.6
1433,55346.169,1107.4
1434,71001.288,3029.8
1435,70662.18,1961.8
1436,55585.086,1137.4
1437,56513.229,3950.4
1438,58129.497,2054.2
1439,55734.822,2107.2
1440,52348.146,2063.8
1441,66210.837,3035.8
1442,68004.366,1859.2
1443,68746.44,2089.2
1444,53701.275,2266.8
1445,76418.208,2536.8
1446,70078.65,1530.8
1447,88771.428,2181.6
1448,49279.659,6117.8
1449,59021.307,2305
1450,56548.461,2838
1451,58219.779,1710.6
1452,67731.318,1379.4
1453,69245.193,3846
1454,25236.021,2089.2
1455,28322.124,1183.2
1456,47326.485,457
1457,32831.82,1772.8
1458,42899.364,2993
1459,63442.923,1016.4
1460,36975.984,4313.6
1461,56509.926,395.8
1462,32402.43,2032.8
1463,30541.74,1938.4
1464,45448.179,3240
1465,37475.838,2024.8
1466,17385.891,2285
1467,21993.576,2362.2
1468,48645.483,1010.2
1469,41158.683,2276
1470,43912.284,1946.8
1471,42070.311,2796.6
1472,64397.49,942.8
1473,52426.317,1725
1474,71058.54,2000.2
1475,45323.766,1155.6
1476,51857.1,1185.8
1477,57238.788,1873.6
1478,54934.395,1456
1479,54464.268,640.6
1480,49463.526,1670.8
1481,63383.469,1965
1482,71785.2,1128.6
1483,54412.521,3429
1484,40600.476,1353.6
1485,53922.576,2897.8
1486,69915.702,1106.4
1487,75667.326,2041.4
1488,90931.59,1406.8
1489,53514.105,1460
1490,61095.591,1634.8
1491,58775.784,1961.8
1492,69453.282,1047.2
1493,69852.945,1943.8
1494,40520.103,2292.4
1495,43544.55,1777.4
1496,51330.822,1477
1497,41829.192,6042
1498,62472.942,1948
1499,85022.523,102.2
1500,85831.758,5393.6
1501,102728.805,2849.8
1502,0,0
1503,93224.973,2894.8
1504,97287.663,1662.4
1505,83326.983,1487.2
1506,72663.798,1120.2
1507,52208.319,1175.2
1508,69021.69,1696.6
1509,69902.49,617.6
1510,67580.481,1628.6
1511,69198.951,948.6
1512,58476.312,1605.4
1513,99986.214,1625.4
1514,62733.879,1337.6
1515,90225.849,1375.8
1516,69647.058,1643.6
1517,42945.606,2254.2
1518,0,0
1519,37251.234,2325.2
1520,46139.607,567
1521,0,0
1522,76055.979,2498.8
1523,78273.393,1142
1524,67495.704,2485.8
1525,77557.743,2357.4
1526,87037.353,1605.4
1527,73609.557,1582.2
1528,97035.534,1264.4
1529,72629.667,1407.8
1530,45691.5,2093.6
1531,70438.677,2704.4
1532,65997.243,1982.4
1533,78740.217,2129.8
1534,62954.079,1923.2
1535,74576.235,1937.2
1536,73923.342,5314.6
1537,83965.563,1751.8
1538,33986.769,2883
1539,46451.19,2185.8
1540,64328.127,2114
1541,70699.614,2631.8
1542,74609.265,1148.8
1543,114203.427,736
1544,115082.025,1164
1545,84102.087,1999
1546,67545.249,975.2
1547,77914.467,1175.2
1548,79903.974,1122.6
1549,91991.853,1349.8
1550,66349.563,1781
1551,119710.629,1171.2
1552,48267.84,1596.2
1553,71100.378,944.8
1554,62584.143,970.2
1555,97251.33,1453.8
1556,59683.008,1744.4
1557,47812.026,357.4
1558,69955.338,1389.2
1559,74745.789,973.2
1560,63802.95,2488.6
1561,50485.254,2556.2
1562,60185.064,1032.8
1563,58912.308,480.6
1564,82664.181,3786.8
1565,91151.79,2159.4
1566,92144.892,2054.4
1567,94797.201,1967.6
1568,102736.512,2713.6
1569,47880.288,705.6
1570,56650.854,1380
1571,59371.425,479.4
1572,54716.397,1620.2
1573,48470.424,4491.6
1574,95261.823,492.2
1575,69999.378,1927.2
1576,75259.956,1234.8
1577,77232.948,1841.6
1578,75727.881,992
1579,88423.512,5002
1580,94174.035,1506.4
1581,109091.484,1218.6
1582,26349.132,112.8
1583,102321.435,1701
1584,91823.4,2275
1585,60803.826,951.6
1586,151826.799,372.6
1587,136617.585,2069.6
1588,85129.32,1475.2
1589,67980.144,1544.8
1590,68419.443,1364.6
1591,101287.596,1493.4
1592,70707.321,1269
1593,67638.834,1722
1594,89173.293,4320.6
1595,67536.441,2880
1596,122891.418,918.4
1597,114653.736,574
1598,76046.07,2799.6
1599,77190.009,4395.8
1600,86064.069,1539.8
1601,77040.273,3656.2
1602,0,0
1603,67723.611,2673.6
1604,81268.113,1455.2
1605,88125.141,2151
1606,118512.741,2428.6
1607,95550.285,3795.2
1608,88338.735,3993.6
1609,92651.352,2463
1610,103597.494,1194.2
1611,122092.092,1720.2
1612,93311.952,5617
1613,112441.827,5121.2
1614,98169.564,4382.6
1615,100732.692,4684.6
1616,109992.102,3248
1617,108351.612,4247.2
1618,95065.845,1685.2
1619,114183.609,3681.2
1620,112897.641,2177
1621,82952.643,2738.8
1622,94265.418,1653.8
